Index	Uniprot_ID	Protein_names	Length	Organism_ID	Gene_name	Subcellular_location	GO(CC)	Tissue_specificity	GeneID	PDB	Degree	mean_score_top_10_pred
767	P08758	Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I) (CBP-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4) (PP4) (Placental anticoagulant protein I) (PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha) (VAC-alpha)	320	9606	ANXA5		collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endothelial microparticle [GO:0072563]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; intracellular [GO:0005622]; membrane [GO:0016020]		308;	1ANW;1ANX;1AVH;1AVR;1HAK;1HVD;1HVE;1HVF;1HVG;1SAV;2XO2;2XO3;6K22;6K25;	7	0.7624827563762665
768	Q05586	Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1)	938	9606	GRIN1	Cell membrane {ECO:0000269|PubMed:26875626, ECO:0000269|PubMed:26919761, ECO:0000269|PubMed:28105280, ECO:0000269|PubMed:28126851, ECO:0000269|PubMed:7685113}; Multi-pass membrane protein {ECO:0000250}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}. Cell junction, synapse, postsynaptic density {ECO:0000250}. Note=Enriched in postsynaptic plasma membrane and postsynaptic densities. {ECO:0000250}.	cell [GO:0005623]; cell junction [GO:0030054]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; endoplasmic reticulum [GO:0005783]; excitatory synapse [GO:0060076]; glutamatergic synapse [GO:0098978]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic density membrane [GO:0099061]; neuron projection [GO:0043005]; NMDA selective glutamate receptor complex [GO:0017146]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]; synaptic cleft [GO:0043083]; synaptic membrane [GO:0097060]; synaptic vesicle [GO:0008021]; terminal bouton [GO:0043195]		2902;	2HQW;2NR1;3BYA;5H8F;5H8H;5H8N;5H8Q;5I2K;5I2N;5KCJ;5KDT;5TP9;5TPA;6IRA;6IRF;6IRG;6IRH;	16	0.8432884216308594
769	P36507	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	400	9606	MAP2K2	Cytoplasm {ECO:0000269|PubMed:10409742}. Membrane {ECO:0000269|PubMed:10409742}; Peripheral membrane protein {ECO:0000269|PubMed:10409742}. Note=Membrane localization is probably regulated by its interaction with KSR1. {ECO:0000269|PubMed:10409742}.	cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; late endosome [GO:0005770]; microtubule [GO:0005874]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; peroxisomal membrane [GO:0005778]		5605;	1S9I;4H3Q;	10	0.8577983796596527
770	Q86TM6	E3 ubiquitin-protein ligase synoviolin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase synoviolin) (Synovial apoptosis inhibitor 1)	617	9606	SYVN1	Endoplasmic reticulum membrane {ECO:0000269|PubMed:12459480, ECO:0000269|PubMed:12646171, ECO:0000269|PubMed:14593114, ECO:0000269|PubMed:16186510, ECO:0000269|PubMed:26471130}; Multi-pass membrane protein {ECO:0000269|PubMed:12459480, ECO:0000269|PubMed:12646171, ECO:0000269|PubMed:14593114, ECO:0000269|PubMed:16186510}.	cytoplasm [GO:0005737]; Derlin-1 retrotranslocation complex [GO:0036513]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum quality control compartment [GO:0044322]; Hrd1p ubiquitin ligase complex [GO:0000836]; Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; smooth endoplasmic reticulum [GO:0005790]	Ubiquitously expressed, with highest levels in liver and kidney (at protein level). Up-regulated in synovial tissues from patients with rheumatoid arthritis (at protein level). {ECO:0000269|PubMed:12459480, ECO:0000269|PubMed:12646171, ECO:0000269|PubMed:12975321}.	84447;	6A3Z;	13	0.844201409816742
771	P02647	Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I (ProapoA-I); Truncated apolipoprotein A-I (Apolipoprotein A-I(1-242))]	267	9606	APOA1	Secreted.	blood microparticle [GO:0072562]; cell surface [GO:0009986]; chylomicron [GO:0042627]; collagen-containing extracellular matrix [GO:0062023]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; discoidal high-density lipoprotein particle [GO:0034365]; early endosome [GO:0005769]; endocytic vesicle [GO:0030139]; endocytic vesicle lumen [GO:0071682]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extracellular vesicle [GO:1903561]; high-density lipoprotein particle [GO:0034364]; intermediate-density lipoprotein particle [GO:0034363]; low-density lipoprotein particle [GO:0034362]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; secretory granule lumen [GO:0034774]; spherical high-density lipoprotein particle [GO:0034366]; very-low-density lipoprotein particle [GO:0034361]	Major protein of plasma HDL, also found in chylomicrons. Synthesized in the liver and small intestine. The oxidized form at Met-110 and Met-136 is increased in individuals with increased risk for coronary artery disease, such as in carrier of the eNOSa/b genotype and exposure to cigarette smoking. It is also present in increased levels in aortic lesions relative to native ApoA-I and increased levels are seen with increasing severity of disease. {ECO:0000269|PubMed:12576517}.	335;	1AV1;1GW3;1GW4;1ODP;1ODQ;1ODR;2MSC;2MSD;2MSE;2N5E;3K2S;3R2P;4V6M;6CC9;6CCH;6CCX;6CLZ;6CM1;6PTS;6PTW;6W4E;6W4F;	22	0.8685794174671173
772	P10909	Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2) (SGP-2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain)]	449	9606	CLU	[Isoform 1]: Secreted {ECO:0000269|PubMed:11123922, ECO:0000269|PubMed:17260971, ECO:0000269|PubMed:17412999, ECO:0000269|PubMed:17451556, ECO:0000269|PubMed:2387851, ECO:0000269|PubMed:24073260, ECO:0000269|PubMed:2780565, ECO:0000269|PubMed:3154963, ECO:0000269|PubMed:8292612, ECO:0000269|PubMed:8328966}. Note=Can retrotranslocate from the secretory compartments to the cytosol upon cellular stress. {ECO:0000269|PubMed:17451556}.; [Isoform 4]: Cytoplasm {ECO:0000269|PubMed:24073260}. Note=Keeps cytoplasmic localization in stressed and unstressed cell. {ECO:0000269|PubMed:24073260}.; [Isoform 6]: Cytoplasm {ECO:0000269|PubMed:24073260}. Note=Keeps cytoplasmic localization in stressed and unstressed cell. {ECO:0000269|PubMed:24073260}.; Nucleus {ECO:0000269|PubMed:12551933, ECO:0000269|PubMed:19137541}. Cytoplasm {ECO:0000269|PubMed:12551933, ECO:0000269|PubMed:17689225, ECO:0000269|PubMed:19137541, ECO:0000269|PubMed:20068069, ECO:0000269|PubMed:22689054, ECO:0000269|PubMed:24073260}. Mitochondrion membrane; Peripheral membrane protein; Cytoplasmic side {ECO:0000269|PubMed:17689225}. Cytoplasm, cytosol {ECO:0000269|PubMed:17451556, ECO:0000269|PubMed:22689054, ECO:0000269|PubMed:24073260}. Microsome {ECO:0000269|PubMed:22689054}. Endoplasmic reticulum {ECO:0000269|PubMed:16113678, ECO:0000269|PubMed:22689054}. Mitochondrion {ECO:0000269|PubMed:16113678, ECO:0000269|PubMed:22689054}. Mitochondrion membrane {ECO:0000269|PubMed:16113678, ECO:0000269|PubMed:17689225}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:P05371}. Cytoplasmic vesicle, secretory vesicle, chromaffin granule {ECO:0000250}. Note=Secreted isoforms can retrotranslocate from the secretory compartments to the cytosol upon cellular stress (PubMed:17451556). Detected in perinuclear foci that may be aggresomes containing misfolded, ubiquitinated proteins (PubMed:20068069). Detected at the mitochondrion membrane upon induction of apoptosis (PubMed:17689225). Under ER stress, a immaturely glycosylated pre-secreted form retrotranslocates from the endoplasmic reticulum (ER)-Golgi network to the cytoplasm to localize in the mitochondria through HSPA5 interaction (PubMed:22689054). ER stress reduces secretion (PubMed:22689054). Under the stress, minor amounts of non-secreted forms accumulate in cytoplasm (PubMed:24073260, PubMed:22689054, PubMed:17451556). Non-secreted forms emerge mainly from failed translocation, alternative splicing or non-canonical initiation start codon (PubMed:24073260, PubMed:12551933). {ECO:0000269|PubMed:12551933, ECO:0000269|PubMed:17451556, ECO:0000269|PubMed:17689225, ECO:0000269|PubMed:20068069, ECO:0000269|PubMed:22689054, ECO:0000269|PubMed:24073260}.	apical dendrite [GO:0097440]; blood microparticle [GO:0072562]; cell surface [GO:0009986]; chromaffin granule [GO:0042583]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; neurofibrillary tangle [GO:0097418]; nucleus [GO:0005634]; perinuclear endoplasmic reticulum lumen [GO:0099020]; perinuclear region of cytoplasm [GO:0048471]; platelet alpha granule lumen [GO:0031093]; protein-containing complex [GO:0032991]; spherical high-density lipoprotein particle [GO:0034366]; synapse [GO:0045202]	Detected in blood plasma, cerebrospinal fluid, milk, seminal plasma and colon mucosa. Detected in the germinal center of colon lymphoid nodules and in colon parasympathetic ganglia of the Auerbach plexus (at protein level). Ubiquitous. Detected in brain, testis, ovary, liver and pancreas, and at lower levels in kidney, heart, spleen and lung. {ECO:0000269|PubMed:11123922, ECO:0000269|PubMed:17260971, ECO:0000269|PubMed:17322305, ECO:0000269|PubMed:17412999, ECO:0000269|PubMed:1974459, ECO:0000269|PubMed:2387851, ECO:0000269|PubMed:2780565, ECO:0000269|PubMed:3154963, ECO:0000269|PubMed:8181474, ECO:0000269|PubMed:8292612, ECO:0000269|PubMed:8328966}.	1191;	NA;	27	0.9167876780033112
773	Q07812	Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4)	192	9606	BAX	[Isoform Alpha]: Mitochondrion outer membrane {ECO:0000269|PubMed:29531808}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:27558414, ECO:0000269|PubMed:29531808}. Note=Colocalizes with 14-3-3 proteins in the cytoplasm. Under stress conditions, undergoes a conformation change that causes release from JNK-phosphorylated 14-3-3 proteins and translocation to the mitochondrion membrane.; [Isoform Beta]: Cytoplasm.; [Isoform Gamma]: Cytoplasm.; [Isoform Delta]: Cytoplasm {ECO:0000305}.	BAK complex [GO:0097145]; BAX complex [GO:0097144]; Bcl-2 family protein complex [GO:0097136]; cell [GO:0005623]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrial permeability transition pore complex [GO:0005757]; mitochondrion [GO:0005739]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; pore complex [GO:0046930]	Expressed in a wide variety of tissues. Isoform Psi is found in glial tumors. Isoform Alpha is expressed in spleen, breast, ovary, testis, colon and brain, and at low levels in skin and lung. Isoform Sigma is expressed in spleen, breast, ovary, testis, lung, colon, brain and at low levels in skin. Isoform Alpha and isoform Sigma are expressed in pro-myelocytic leukemia, histiocytic lymphoma, Burkitt's lymphoma, T-cell lymphoma, lymphoblastic leukemia, breast adenocarcinoma, ovary adenocarcinoma, prostate carcinoma, prostate adenocarcinoma, lung carcinoma, epidermoid carcinoma, small cell lung carcinoma and colon adenocarcinoma cell lines. {ECO:0000269|PubMed:10772918, ECO:0000269|PubMed:11912183}.	581;	1F16;2G5B;2K7W;2LR1;3PK1;3PL7;4BD2;4BD6;4BD7;4BD8;4BDU;4S0O;4S0P;4UF2;4ZIE;4ZIF;4ZIG;4ZIH;4ZII;5W5X;5W5Z;5W60;5W61;6EB6;	26	0.9194919228553772
774	Q96CV9	Optineurin (E3-14.7K-interacting protein) (FIP-2) (Huntingtin yeast partner L) (Huntingtin-interacting protein 7) (HIP-7) (Huntingtin-interacting protein L) (NEMO-related protein) (Optic neuropathy-inducing protein) (Transcription factor IIIA-interacting protein) (TFIIIA-IntP)	577	9606	OPTN	Cytoplasm, perinuclear region. Golgi apparatus {ECO:0000269|PubMed:27534431, ECO:0000269|PubMed:27538435}. Golgi apparatus, trans-Golgi network. Cytoplasmic vesicle, autophagosome. Cytoplasmic vesicle. Recycling endosome. Note=Found in the perinuclear region and associates with the Golgi apparatus (PubMed:27534431). Colocalizes with MYO6 and RAB8 at the Golgi complex and in vesicular structures close to the plasma membrane. Localizes to LC3-positive cytoplasmic vesicles upon induction of autophagy. {ECO:0000269|PubMed:27534431}.	autophagosome [GO:0005776]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; recycling endosome membrane [GO:0055038]; trans-Golgi network [GO:0005802]	Present in aqueous humor of the eye (at protein level). Highly expressed in trabecular meshwork. Expressed nonpigmented ciliary epithelium, retina, brain, adrenal cortex, fetus, lymphocyte, fibroblast, skeletal muscle, heart, liver, brain and placenta. {ECO:0000269|PubMed:11834836, ECO:0000269|PubMed:9488477}.	10133;	2LO4;2LUE;3VTV;3VTW;5AAZ;5B83;5EOA;5EOF;	16	0.8787919044494629
775	P78380	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (C-type lectin domain family 8 member A) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (hLOX-1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	273	9606	OLR1	Cell membrane; Lipid-anchor. Cell membrane; Single-pass type II membrane protein. Membrane raft. Secreted. Note=A secreted form also exists. Localization to membrane rafts requires palmitoylation.	extracellular region [GO:0005576]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; membrane raft [GO:0045121]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]	Expressed at high level in endothelial cells and vascular-rich organs such as placenta, lung, liver and brain, aortic intima, bone marrow, spinal cord and substantia nigra. Also expressed at the surface of dendritic cells. Widely expressed at intermediate and low level. {ECO:0000269|PubMed:12354387, ECO:0000269|PubMed:9052782, ECO:0000269|PubMed:9828121}.	4973;	1YPO;1YPQ;1YPU;1YXJ;1YXK;3VLG;	1	0.5944497406482696
776	P09622	Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (Glycine cleavage system L protein)	509	9606	DLD	Mitochondrion matrix {ECO:0000305|PubMed:29211711, ECO:0000305|PubMed:3693355}. Nucleus {ECO:0000269|PubMed:29211711}. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:Q811C4}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000269|PubMed:15888450}. Note=Mainly localizes in the mitochondrion. A small fraction localizes to the nucleus, where the 2-oxoglutarate dehydrogenase complex is required for histone succinylation. {ECO:0000269|PubMed:29211711}.	acrosomal matrix [GO:0043159]; cell [GO:0005623]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; motile cilium [GO:0031514]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; oxoglutarate dehydrogenase complex [GO:0045252]; pyruvate dehydrogenase complex [GO:0045254]		1738;	1ZMC;1ZMD;1ZY8;2F5Z;3RNM;5J5Z;5NHG;6HG8;6I4P;6I4Q;6I4R;6I4S;6I4T;6I4U;6I4Z;	34	0.9248402416706085
777	Q15650	Activating signal cointegrator 1 (ASC-1) (Thyroid receptor-interacting protein 4) (TR-interacting protein 4) (TRIP-4)	581	9606	TRIP4	Nucleus {ECO:0000269|PubMed:10454579, ECO:0000269|PubMed:12077347, ECO:0000269|PubMed:20873783, ECO:0000269|PubMed:26924529}. Cytoplasm, cytosol {ECO:0000269|PubMed:10454579, ECO:0000269|PubMed:20873783}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:20873783}. Note=Cytoplasmic under conditions of serum deprivation (PubMed:10454579). Colocalizes with NEK6 in the centrosome (PubMed:20873783). {ECO:0000269|PubMed:10454579, ECO:0000269|PubMed:20873783}.	activating signal cointegrator 1 complex [GO:0099053]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule organizing center [GO:0005815]; neuromuscular junction [GO:0031594]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]		9325;	2E5O;	13	0.8639317035675049
778	Q16698	2,4-dienoyl-CoA reductase, mitochondrial (EC 1.3.1.34) (2,4-dienoyl-CoA reductase [NADPH]) (4-enoyl-CoA reductase [NADPH]) (Short chain dehydrogenase/reductase family 18C member 1)	335	9606	DECR1	Mitochondrion {ECO:0000269|PubMed:7818482}.	catalytic complex [GO:1902494]; cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	Heart = liver = pancreas > kidney >> skeletal muscle = lung. {ECO:0000269|PubMed:7818482}.	1666;	1W6U;1W73;1W8D;	7	0.7990759015083313
779	Q9NTG7	NAD-dependent protein deacetylase sirtuin-3, mitochondrial (hSIRT3) (EC 2.3.1.286) (Regulatory protein SIR2 homolog 3) (SIR2-like protein 3)	399	9606	SIRT3	Mitochondrion matrix {ECO:0000269|PubMed:12186850, ECO:0000269|PubMed:12374852, ECO:0000269|PubMed:16079181, ECO:0000269|PubMed:18215119, ECO:0000269|PubMed:23283301, ECO:0000269|PubMed:29445193}.	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]	Widely expressed. {ECO:0000269|PubMed:10381378, ECO:0000269|PubMed:12374852}.	23410;	3GLR;3GLS;3GLT;3GLU;4BN4;4BN5;4BV3;4BVB;4BVE;4BVF;4BVG;4BVH;4C78;4C7B;4FVT;4FZ3;4HD8;4JSR;4JT8;4JT9;4O8Z;5BWN;5BWO;5D7N;5H4D;5Y4H;5YTK;5Z93;5Z94;5ZGC;6ISO;	10	0.8463683426380157
780	P01024	Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	1663	9606	C3	Secreted.	azurophil granule lumen [GO:0035578]; blood microparticle [GO:0072562]; cell surface [GO:0009986]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; secretory granule lumen [GO:0034774]	Plasma. The acylation stimulating protein (ASP) is expressed in adipocytes and released into the plasma during both the fasting and postprandial periods. {ECO:0000269|PubMed:15833747, ECO:0000269|PubMed:9555951}.	718;	1C3D;1GHQ;1W2S;2A73;2A74;2GOX;2I07;2ICE;2ICF;2NOJ;2QKI;2WII;2WIN;2WY7;2WY8;2XQW;2XWB;2XWJ;3D5R;3D5S;3G6J;3L3O;3L5N;3NMS;3OED;3OHX;3OXU;3RJ3;3T4A;4HW5;4HWJ;4I6O;4M76;4ONT;4ZH1;5FO7;5FO8;5FO9;5FOA;5FOB;5NBQ;5O32;5O35;6EHG;6RUR;6RUV;6S0B;	16	0.8126234650611878
