Uniprot_A	Uniprot_B	Interaction	Protein_A_idx	Protein_B_idx
P08637	Q99700	0	423	975
O00330	P04216	0	224	669
P63104	Q13145	0	399	888
P02751	Q13490	0	443	682
Q9NPH5	P22301	0	301	579
P28845	P01160	0	659	1014
Q99808	P05413	0	918	959
Q06124	Q86V24	0	660	972
P14778	Q16665	0	1011	1035
P40424	Q86VB7	0	641	818
P01282	P07741	0	656	938
P56945	P13725	0	732	778
Q99683	Q14289	0	810	883
P30532	P25311	0	743	748
P08949	Q9Y6N7	0	780	1001
P10644	P24666	0	327	784
Q96PH1	P42574	0	1000	1033
P04180	Q9NQA5	0	385	418
P13987	O15534	0	346	598
P00918	P12644	0	37	269
P04118	P22352	0	750	870
P22309	P22352	0	582	870
P13945	Q969V5	0	607	796
Q13478	O15146	0	673	844
Q9BZK7	Q99727	0	745	814
P35625	P29353	0	755	939
P01344	Q92748	0	456	711
P50591	Q96AZ6	0	182	722
Q14994	P49682	0	339	790
O75197	P09936	0	295	613
Q13093	P17301	0	940	981
Q8WTS6	P04792	0	189	628
P05783	P22309	0	107	582
Q9NSA1	P55916	0	809	929
Q9NYP7	P55916	0	440	929
Q9Y478	P13501	0	3	871
P33121	P15172	0	898	966
P26022	Q9UBQ5	0	401	749
Q13201	Q16549	0	177	693
Q16620	Q06141	0	915	927
O75907	Q07869	0	1015	1024
O00631	Q96PH1	0	773	1000
P42772	P98153	0	481	923
Q16236	Q9H1B5	0	426	997
Q9NVV4	O14975	0	717	813
Q96P20	Q16821	0	334	406
Q8WVM0	P16870	0	1007	1025
Q9NNW7	Q13145	0	816	888
P48061	Q96G97	0	121	783
P01583	P05181	0	727	996
P04731	P29353	0	670	939
P35638	Q8WUD6	0	1021	1027
Q9C0B1	P06307	0	393	609
P09848	Q07869	0	861	1024
P43629	P04141	0	142	265
P51787	Q9UBK2	0	337	520
P19440	Q10471	0	525	568
Q8WXG6	P02753	0	287	445
P12644	Q8NHW3	0	269	348
Q16654	Q9UIH9	0	869	912
Q00325	P18509	0	830	954
P01579	Q13326	0	305	538
P10145	P14778	0	625	1011
O00300	Q9NVV4	0	518	717
Q96RK4	A1YPR0	0	63	653
P02766	Q9NP84	0	78	382
Q9NRF2	Q9Y5X9	0	405	202
Q92664	Q9NSA1	0	772	809
P00995	Q8IUH3	0	474	712
P40424	A1YPR0	0	641	653
P80303	Q9BZS1	0	483	528
Q5T4F7	P11021	0	1023	1029
Q92664	P16066	0	772	952
P25874	P31751	0	557	771
P37088	Q15311	0	583	801
P23946	P51449	0	902	905
P21673	P56945	0	312	732
Q5EB52	P49716	0	7	634
P11498	Q9Y261	0	402	849
P02760	P12955	0	74	958
Q8NBP7	Q16875	0	761	806
Q99808	Q9Y5W3	0	918	922
Q8WYA6	P35354	0	130	291
P43220	Q13164	0	616	752
P21980	P01579	0	278	305
Q99932	P07477	0	29	416
P63162	Q8N474	0	731	906
P24666	P21554	0	784	1034
Q9Y272	Q9NPJ1	0	572	760
Q9NSE2	P30711	0	751	932
Q96PH1	P12004	0	1000	1031
Q15165	P05451	0	787	1022
P56645	P30532	0	397	743
Q96P20	Q9NVV4	0	334	717
Q9Y5U4	Q16875	0	622	806
Q9P104	P01562	0	892	1030
P31785	O14793	0	934	982
P17301	P01185	0	981	1002
O15244	P13500	0	404	872
P68371	P55085	0	375	737
P28223	Q8WUD6	0	424	1027
P35222	P11509	0	459	573
Q96AQ7	P19440	0	247	525
P55916	Q14693	0	929	979
Q8WTS6	Q99683	0	189	810
P17542	P52789	0	829	895
O00330	Q7Z5J4	0	224	665
P54652	P49908	0	960	974
Q9BT17	P01185	0	126	1002
P29120	P49888	0	102	152
P30532	Q16875	0	743	806
P11226	Q16665	0	812	1035
P49767	P29275	0	376	384
P35414	P22352	0	188	870
Q96AZ6	P18509	0	722	954
Q13370	P41235	0	563	642
O00253	Q99683	0	802	810
P16066	P08603	0	952	1032
Q5VYX0	P07384	0	931	964
Q6ZMG9	P49758	0	742	747
P08253	O00631	0	109	773
P40933	O95864	0	308	840
P18859	Q8WYA1	0	242	333
O00763	O14791	0	92	468
P55085	P05305	0	737	874
P55085	Q3KP44	0	737	675
P35712	P13501	0	21	871
Q96RU7	Q15848	0	277	788
P18847	P05121	0	545	683
P04798	Q93084	0	624	899
P02655	P23297	0	257	707
Q9NZS9	P16870	0	663	1025
O95477	Q9UK58	0	881	1020
P54646	Q6P1M0	0	222	303
P04118	P05305	0	750	874
Q5VYX0	Q13324	0	931	956
Q9BT17	Q9NZH6	0	126	148
P55851	P35372	0	838	858
Q9HCN6	Q9UJU5	0	83	586
P51451	Q8IWU4	0	159	976
Q16656	Q99700	0	868	975
Q99932	P01031	0	29	118
Q9Y4H2	Q00325	0	167	830
P02655	Q14191	0	257	842
Q13315	P12955	0	691	958
Q6VAB6	Q92908	0	723	793
Q14191	P52789	0	842	895
P16671	Q9Y5W3	0	521	922
Q9H300	Q99685	0	611	807
Q07869	P01562	0	1024	1030
P01308	P29353	0	321	939
Q8WYA1	Q9NP84	0	333	382
Q9P104	P78380	0	892	992
P02741	Q16623	0	730	914
P01138	Q96T55	0	419	831
Q02577	P18428	0	172	429
Q96FI4	Q5VYX0	0	924	931
Q86YN6	P08833	0	208	817
P35869	Q9NZS9	0	554	663
Q16445	Q9UK58	0	1009	1020
Q9Y2Q3	P11226	0	225	812
P01303	O75475	0	316	1019
O75436	P35900	0	667	875
Q05639	Q99685	0	370	807
Q9UGU0	Q9UKU9	0	639	973
Q9Y5C1	P42574	0	1006	1033
P54707	P07741	0	857	938
Q13145	P18509	0	888	954
P31645	Q92786	0	664	893
Q9NRF2	P04275	0	405	553
P51671	P09488	0	42	835
P01024	Q8WVM0	0	998	1007
P04839	Q9H3M7	0	113	129
P02652	O75197	0	256	295
Q14116	Q687X5	0	950	1018
Q5VWK5	Q96P20	0	36	334
Q96RK4	P29460	0	63	696
Q86Z14	Q05469	0	947	965
Q86YN6	Q3KP44	0	208	675
Q99683	Q99700	0	810	975
Q96PH1	P01562	0	1000	1030
Q12778	O95477	0	594	881
Q15796	P16109	0	753	779
P01374	Q00613	0	345	388
P04083	P04118	0	580	750
Q8TCU4	O00253	0	541	802
P33032	P15173	0	260	576
P04839	Q96QG7	0	113	386
O14543	O15244	0	362	404
Q9NST1	Q01469	0	283	896
P01106	P13807	0	756	908
P50607	Q15311	0	367	801
P05109	Q16678	0	220	650
Q05639	P43235	0	370	689
O00763	Q8NFJ9	0	92	791
Q96PH1	Q16665	0	1000	1035
P13807	P10082	0	908	951
P01303	P25874	0	316	557
Q92908	Q96T55	0	793	831
Q8N6T7	P10082	0	186	951
P02545	O00253	0	58	802
Q9UJU5	P48051	0	586	867
Q16654	P51449	0	869	905
Q5VV42	P22415	0	119	907
P01584	P35372	0	728	858
P49767	P25874	0	376	557
P04201	Q9NPF7	0	10	174
Q8NBP7	Q9P104	0	761	892
P52926	Q14773	0	698	948
Q14449	Q9HC24	0	643	694
P04216	P26358	0	669	941
P11166	P11712	0	734	852
P16066	O14793	0	952	982
P41252	P51451	0	51	159
P48061	P41968	0	121	196
Q9BYT3	P37268	0	706	949
Q15118	Q96PH1	0	724	1000
P24385	P23945	0	280	901
Q9H165	P16581	0	343	686
P43235	Q96QT4	0	689	766
Q9NVC3	Q6EEV6	0	191	597
P30279	P28335	0	889	1013
P31645	P63241	0	664	833
Q05823	P09601	0	178	551
P29460	P09874	0	696	962
Q8NAU1	Q7Z5J4	0	503	665
P10176	Q06141	0	352	927
P05231	P56524	0	104	644
P37288	P49767	0	31	376
P08246	O75475	0	864	1019
P15692	Q96G30	0	282	845
P01031	Q9UGU0	0	118	639
Q9BZK7	Q99683	0	745	810
P13073	Q9NWB1	0	232	80
Q9UM63	P02679	0	834	880
P52895	P41180	0	357	389
Q9Y4H2	P05164	0	167	794
P08253	Q9UBK8	0	109	117
P06858	Q13427	0	43	273
P54198	P11498	0	81	402
Q3KP44	P05181	0	675	996
Q8TD31	P55851	0	44	838
P46108	P49908	0	879	974
Q16552	Q8NER1	0	266	61
Q9UBC0	Q9NNW7	0	769	816
Q14790	Q9HBW0	0	69	945
P27708	P10145	0	302	625
P18065	P49716	0	472	634
P01033	Q96G97	0	735	783
P09466	P13807	0	234	908
P25098	Q9BZS1	0	323	528
Q14693	Q969D9	0	979	1010
P11802	P48048	0	226	363
Q9NNW7	Q9UM63	0	816	834
P01303	P41180	0	316	389
Q15831	P13725	0	768	778
Q15714	P09848	0	674	861
Q99259	P13500	0	369	872
Q6YHU6	Q16849	0	930	963
P02771	Q9Y5W3	0	821	922
Q07954	P30405	0	211	311
P29120	P55085	0	102	737
P10145	P28845	0	625	659
P08254	Q9Y5Z0	0	108	365
P13686	P23786	0	782	913
Q6ZMG9	P46108	0	742	879
Q16678	P08949	0	650	780
Q9H1B5	O15357	0	997	1012
Q9BZL1	O60427	0	110	522
O15244	O95433	0	404	798
P02753	Q96P48	0	445	897
Q13887	O94808	0	9	517
O00330	P49918	0	224	244
Q9NZS9	P02774	0	663	823
P13866	P36402	0	592	688
Q9NP84	P42898	0	382	480
Q9NZQ7	P35869	0	206	554
P15559	O14791	0	155	468
Q99956	O14756	0	315	515
P16860	P98153	0	314	923
Q9NYA1	Q9NP66	0	328	815
P11413	Q93084	0	131	899
P04118	P48051	0	750	867
P01583	P20333	0	727	946
P41159	Q6ZMG9	0	555	742
P13866	Q16665	0	592	1035
Q13478	O95865	0	673	839
O14756	O94759	0	515	590
Q9NNW7	P00734	0	816	900
P20815	P40424	0	391	641
Q9NP66	Q9P104	0	815	892
Q9HBE4	Q9Y5W3	0	848	922
P50591	Q16873	0	182	804
P35680	P11717	0	556	855
O75197	P16860	0	295	314
P05164	Q05469	0	794	965
Q96JB1	Q99523	0	770	819
Q96A54	Q15796	0	411	753
Q9Y4Z2	O60240	0	513	808
Q13131	O15146	0	497	844
Q99873	Q8WVM0	0	884	1007
P35212	P26358	0	636	941
Q9H568	Q13478	0	657	673
Q15118	Q99727	0	724	814
P17096	P48546	0	454	509
Q16549	P07741	0	693	938
Q00059	P10145	0	116	625
P10997	P47712	0	185	368
P81605	O60427	0	444	522
P13725	P12004	0	778	1031
P42772	Q99572	0	481	534
Q9UKU7	P08588	0	163	307
Q92831	Q8WUD6	0	708	1027
P49286	O43741	0	145	621
P23297	P42336	0	707	887
P01583	P62633	0	727	843
P31751	P55851	0	771	838
Q92556	P12004	0	615	1031
P05090	P52945	0	207	373
P49366	Q96JB1	0	687	770
P24530	Q8TDQ7	0	439	605
P09681	P16066	0	847	952
Q92831	P24298	0	708	739
P41159	P13945	0	555	607
P09681	Q9Y2I1	0	847	859
Q00535	P12644	0	40	269
P12272	P21728	0	97	441
P30542	O95819	0	623	878
P01344	O94808	0	456	517
P22455	O00327	0	841	957
Q96JE7	O15146	0	485	844
P00797	Q96G97	0	588	783
Q05086	Q14773	0	486	948
Q9BT17	O94808	0	126	517
P01903	P26651	0	34	531
Q9H1B5	P01160	0	997	1014
P13232	P08237	0	702	704
P55157	P25942	0	491	705
Q9BT17	P01034	0	126	736
P50591	O15534	0	182	598
Q15714	P04114	0	674	744
Q8NAU1	Q15311	0	503	801
O00233	P22001	0	484	537
Q9UEF7	P08235	0	240	703
P51681	Q92664	0	658	772
P49146	P02654	0	169	258
O95202	P35212	0	209	636
O75197	P13232	0	295	702
P46108	Q9H1B5	0	879	997
Q9HCU4	O95865	0	695	839
Q9UJU5	P03956	0	586	593
Q6YHU6	O75475	0	930	1019
Q14191	Q06210	0	842	865
O15503	P23946	0	866	902
P09486	Q16849	0	648	963
Q8N5K1	P08603	0	935	1032
Q9Y2S7	P40189	0	560	714
Q96JB1	P46108	0	770	879
P05106	Q05084	0	229	494
P35348	P13807	0	595	908
Q08752	O00253	0	417	802
P05783	O95202	0	107	209
P13725	P62633	0	778	843
P22352	P19367	0	870	988
Q9NZQ7	Q8N157	0	206	692
P10586	P17542	0	640	829
P20142	O43474	0	263	398
Q96EB6	Q6EEV6	0	86	597
P18850	Q8WXG6	0	248	287
O60266	O95865	0	347	839
P21980	Q7Z5J4	0	278	665
Q53ET0	Q6ZMG9	0	73	742
Q9Y2R2	Q96Q06	0	212	133
P27169	Q16665	0	181	1035
P55157	Q13324	0	491	956
Q96G30	Q92786	0	845	893
P12955	P01189	0	958	999
Q9NZS9	P10909	0	663	986
Q12772	Q9Y5X9	0	589	202
P41597	Q969D9	0	955	1010
O15085	Q16849	0	410	963
Q9UBU3	P98153	0	851	923
P33681	P08833	0	62	817
Q14242	P11509	0	35	573
P14784	P02741	0	652	730
P51451	Q01668	0	159	448
P09211	O95864	0	561	840
P11226	Q99873	0	812	884
Q8WVM0	P05451	0	1007	1022
P02768	Q8WXG6	0	71	287
O75015	O14793	0	968	982
O60240	P02771	0	808	821
P51606	P29323	0	355	978
O75794	P05305	0	201	874
P22413	Q5T4F7	0	911	1023
Q99259	Q16549	0	369	693
Q8WU39	P16220	0	546	601
P55040	Q5VUA4	0	274	837
Q0VDF9	Q8HWS3	0	184	238
Q8NEV9	P22001	0	183	537
P14784	Q5VYX0	0	652	931
O60779	P56945	0	298	732
Q15848	P54652	0	788	960
Q9UQ26	P05181	0	677	996
P55851	P28335	0	838	1013
P25942	P01562	0	705	1030
Q3KP44	P24394	0	675	1005
Q9H9B1	P30542	0	539	623
Q9NNW7	P09067	0	816	854
P08254	Q93084	0	108	899
O43451	P11712	0	827	852
Q13324	P02656	0	956	990
P22415	P07384	0	907	964
Q9UM63	P22413	0	834	911
Q16678	Q7Z5J4	0	650	665
Q86VB7	Q99700	0	818	975
Q9BZS1	Q92664	0	528	772
Q16873	P10645	0	804	214
P55327	Q8NAU1	0	403	503
O95478	P05771	0	671	933
P34913	P51812	0	332	825
Q13562	P42785	0	161	754
Q8N163	P43629	0	67	142
Q8NFJ9	O43451	0	791	827
Q16623	O00327	0	914	957
Q06141	P05771	0	927	933
P17752	Q9BX66	0	60	128
Q86UG4	Q9UM63	0	364	834
P05362	O15534	0	297	598
P11021	P01562	0	1029	1030
Q8IWU4	Q9NYB0	0	976	1004
Q16568	Q9BXC9	0	578	741
Q9NP66	Q14191	0	815	842
Q13326	Q9Y5C1	0	538	1006
P14784	P08235	0	652	703
Q96RI1	Q8WVM0	0	649	1007
P20807	P00995	0	451	474
P45984	P28335	0	496	1013
Q05469	Q8IWU4	0	965	976
Q13155	O14793	0	828	982
O15146	P05305	0	844	874
P42785	Q99683	0	754	810
Q8N163	Q9NP66	0	67	815
P35414	Q03181	0	188	326
Q13976	Q13562	0	16	161
Q13093	P05451	0	940	1022
P41252	P81605	0	51	444
Q9NVV4	Q14118	0	717	944
O60674	O95750	0	471	631
Q14692	Q99836	0	980	1016
Q92556	P09067	0	615	854
P30411	Q9NQ94	0	473	536
P08922	P04798	0	68	624
Q13085	Q16445	0	198	1009
P55789	Q9BQI5	0	59	709
Q99417	O60494	0	197	926
Q8WVM0	P12004	0	1007	1031
Q8WTS6	Q9UQK1	0	189	533
Q9Y478	P35414	0	3	188
P19532	P33121	0	587	898
Q9H244	P07585	0	54	690
O00233	Q8IW75	0	484	655
Q16568	Q9UJ41	0	578	836
Q9BZL1	P02654	0	110	258
P20823	P24298	0	550	739
P06401	P00390	0	157	317
Q9Y6Q6	Q96G97	0	30	783
Q01453	P26367	0	482	781
P11498	Q99685	0	402	807
P98153	P62834	0	923	983
Q9C0B1	Q99727	0	393	814
O95750	O15503	0	631	866
Q8TD31	P49682	0	44	790
P02675	O00327	0	877	957
P02778	O00329	0	820	967
P49327	Q9NQB0	0	606	792
Q14191	Q05469	0	842	965
Q9Y251	P01562	0	1008	1030
Q53FZ2	P63104	0	336	399
Q96SI1	P02647	0	681	985
Q16873	P10082	0	804	951
Q01959	P25311	0	558	748
Q99612	Q99808	0	775	918
Q13093	Q11206	0	940	943
Q9UKU7	O00300	0	163	518
Q9BWQ8	Q02078	0	101	721
P04180	Q13322	0	385	961
O00253	Q9P104	0	802	892
O75436	P49908	0	667	974
P02771	Q9H222	0	821	910
Q8N474	Q9H1B5	0	906	997
Q9Y5W3	P29323	0	922	978
P09917	Q9H8Y8	0	713	993
P30542	Q9ULZ1	0	623	953
Q05469	Q9Y5C1	0	965	1006
Q8WTS1	P55157	0	190	491
P35318	Q9HAZ2	0	338	488
P18887	P30556	0	84	477
Q00059	Q8N474	0	116	906
P60568	P25098	0	292	323
P01130	Q9NVV4	0	310	717
Q08752	Q99572	0	417	534
Q9BZK7	P00450	0	745	764
P32297	P25874	0	936	557
P01009	P25054	0	442	626
Q99683	Q16623	0	810	914
P51587	Q6EEV6	0	146	597
P10145	Q9HC29	0	625	789
O14901	Q96G97	0	387	783
P29475	Q96JE7	0	413	485
Q9UKU9	Q96PH1	0	973	1000
P04118	Q00325	0	750	830
P08571	P20823	0	75	550
P16220	A5A3E0	0	601	678
P41279	O94759	0	524	590
P07384	Q14692	0	964	980
P00747	Q96FI4	0	510	924
P07585	P49768	0	690	1017
P04118	P49768	0	750	1017
P10635	P01024	0	740	998
P20366	P10599	0	349	928
Q16875	Q14773	0	806	948
P09471	Q16678	0	41	650
Q06210	P49908	0	865	974
O14793	P14778	0	982	1011
Q9Y286	Q9UIF7	0	651	767
P07148	P08185	0	18	22
P98155	P40261	0	925	543
P00797	Q9UIH9	0	588	912
O00548	Q9UGU0	0	565	639
P06870	O95433	0	529	798
Q99707	P51812	0	361	825
P48048	P78504	0	363	850
Q53FZ2	Q9H9B1	0	336	539
O60543	Q9Y286	0	395	651
P23945	P26358	0	901	941
Q92664	Q13093	0	772	940
Q04206	P33032	0	218	260
Q96EY8	P26367	0	241	781
P48546	O95819	0	509	878
P00738	P40261	0	909	543
P49286	Q01813	0	145	380
Q01813	Q9Y5S8	0	380	604
Q9UBK8	P17301	0	117	981
P35555	P24666	0	457	784
Q96PH1	Q8WUD6	0	1000	1027
Q8WWA0	Q13702	0	475	507
O60240	Q96G30	0	808	845
Q13324	P49908	0	956	974
Q8WXH2	P04150	0	453	630
P55017	O14756	0	28	515
P14317	P09681	0	600	847
P18615	P05181	0	718	996
Q13315	P22455	0	691	841
Q9NYP7	P43490	0	440	427
P03956	P08514	0	593	738
P35869	Q8NFF5	0	554	618
Q9BY76	Q0VDF9	0	139	184
Q8WTS6	O75907	0	189	1015
P28335	O75475	0	1013	1019
P37231	Q8IWU4	0	344	976
Q92813	Q16698	0	610	995
P01282	Q14693	0	656	979
Q6EEV6	P08246	0	597	864
P31323	Q8WUD6	0	994	1027
P19532	P27487	0	587	919
P02679	P23786	0	880	913
P34947	P05164	0	160	794
Q96RI1	Q16678	0	649	650
P22415	Q99700	0	907	975
P35900	Q07869	0	875	1024
Q13887	Q0VDF9	0	9	184
P43304	P15692	0	246	282
Q15311	P15172	0	801	966
Q13702	Q9HC24	0	507	694
P35568	Q11206	0	886	943
Q12988	Q86VB7	0	699	818
P26441	Q9H222	0	666	910
P01042	Q3KP44	0	566	675
Q99707	P41221	0	361	921
P29275	P28072	0	384	824
P07858	Q8IU85	0	50	356
P09466	P21980	0	234	278
P54274	Q05823	0	2	178
P23560	O00327	0	860	957
Q9UM63	P05413	0	834	959
P81605	Q13478	0	444	673
P09874	P49908	0	962	974
Q96AD5	Q96F15	0	137	262
Q92729	P05413	0	765	959
Q93084	P07741	0	899	938
Q9NZJ5	P17542	0	873	829
P35869	Q96DM3	0	554	876
P08887	P26651	0	195	531
Q8N6T7	Q969D9	0	186	1010
Q9BZL1	P18428	0	110	429
Q13131	Q9Y5U4	0	497	622
Q8WTV0	Q99727	0	136	814
Q96G97	Q6YHU6	0	783	930
Q01344	Q9BYT3	0	162	706
P04626	P22352	0	223	870
Q92748	Q9HBE4	0	711	848
P41159	Q9NQ94	0	555	536
Q13093	P49768	0	940	1017
P12955	P28335	0	958	1013
P18054	Q13324	0	6	956
P41235	Q969D9	0	642	1010
Q9NYA1	P13232	0	328	702
P49366	P02741	0	687	730
P22301	Q8NFF5	0	579	618
P27169	Q9H222	0	181	910
Q14242	Q86YN6	0	35	208
P21917	P05305	0	267	874
P49716	Q13490	0	634	682
P05019	P51812	0	645	825
P51449	P05413	0	905	959
P08637	P04637	0	423	523
P14859	P13725	0	680	778
P08254	Q9NSE2	0	108	751
Q96LR5	Q5VYX0	0	430	931
Q12988	Q14692	0	699	980
P32238	P02741	0	264	730
Q03181	P16581	0	326	686
Q5T4F7	Q16665	0	1023	1035
Q86UG4	O14975	0	364	813
O94760	Q9Y272	0	421	572
O95202	P13807	0	209	908
Q8WTV0	Q9NPF7	0	136	174
Q96RK4	Q16517	0	63	309
Q5T4F7	P16870	0	1023	1025
P18509	P31323	0	954	994
Q9H568	Q13324	0	657	956
Q15831	Q96Q06	0	768	133
Q86V24	Q8WVM0	0	972	1007
P06401	P35625	0	157	755
Q9UKU7	Q13490	0	163	682
Q14213	Q96G97	0	467	783
Q9UJU5	P10451	0	586	684
P42338	Q3KP44	0	885	675
P07108	P33121	0	154	898
Q969V5	P08833	0	796	817
P48048	Q9Y286	0	363	651
P48995	P16220	0	239	601
Q9NYP7	P10645	0	440	214
P14735	Q9P104	0	105	892
P49767	Q15118	0	376	724
P63162	Q96PH1	0	731	1000
Q16517	Q92481	0	309	774
O60266	Q05086	0	347	486
P11245	P78536	0	599	619
P17861	Q9H222	0	762	910
Q9Y6M1	P49908	0	863	974
P55017	O14793	0	28	982
P13236	Q01860	0	489	776
Q92908	Q03135	0	793	917
O95478	Q13133	0	671	758
P15692	O15524	0	282	647
P04731	O75907	0	670	1015
Q16552	Q86V24	0	266	972
P49715	P08833	0	633	817
Q8WTS6	Q9HBE4	0	189	848
P20062	Q9NNW7	0	785	816
P49917	Q96JE7	0	245	485
Q14145	O00300	0	65	518
O60543	O75907	0	395	1015
P49682	Q9Y6M1	0	790	863
Q9H9B1	P35900	0	539	875
Q9Y5U4	P14210	0	622	726
P01374	P01033	0	345	735
Q16821	P31785	0	406	934
O95864	Q16698	0	840	995
P14416	Q8IUH3	0	452	712
P34913	Q86V24	0	332	972
Q07817	Q9Y5C1	0	989	1006
Q9H3M7	P53701	0	129	156
P80303	P35638	0	483	1021
Q7Z5J4	P16066	0	665	952
P08887	P36402	0	195	688
P41159	P31645	0	555	664
Q00613	P01589	0	388	720
P07108	Q8WTS6	0	154	189
P49366	P17301	0	687	981
P08913	P12004	0	378	1031
P25929	P01031	0	112	118
P50607	Q5VYX0	0	367	931
P18850	O75015	0	248	968
P04150	P55916	0	630	929
P01178	P45983	0	288	499
O60266	Q8N157	0	347	692
Q01362	Q16656	0	450	868
Q9UQ26	P31751	0	677	771
O15527	Q9H221	0	296	519
Q9ULZ1	P13807	0	953	908
Q9HAZ2	Q6VAB6	0	488	723
O75436	Q969D9	0	667	1010
Q11206	P19367	0	943	988
Q12778	P54707	0	594	857
P16520	Q12988	0	360	699
Q9NPJ1	Q9ULZ1	0	760	953
P21980	P48357	0	278	366
Q01453	Q8TCU4	0	482	541
P31785	Q9H1B5	0	934	997
P31785	Q969D9	0	934	1010
P42785	Q96FI4	0	754	924
P23443	Q3KP44	0	506	675
P29475	Q9Y5U4	0	413	622
O95202	Q96AZ6	0	209	722
O15244	P05164	0	404	794
Q96P48	Q969D9	0	897	1010
O94760	P22413	0	421	911
Q3KP44	O15357	0	675	1012
P07741	P12955	0	938	958
P21964	Q6EEV6	0	428	597
P05181	Q07869	0	996	1024
O75052	P00450	0	48	764
O14543	Q10586	0	362	478
Q14191	O95477	0	842	881
P55040	P14136	0	274	629
Q16619	Q96QT4	0	318	766
Q06546	P01589	0	511	720
P41159	Q14191	0	555	842
P41235	P29460	0	642	696
P15884	P00734	0	261	900
P42772	P13945	0	481	607
Q9UJU5	O60494	0	586	926
P30411	P05181	0	473	996
Q9NPF7	P40763	0	174	255
Q8WVM0	P21554	0	1007	1034
P08833	Q04446	0	817	984
Q9HC24	P49758	0	694	747
Q6X4U4	P35900	0	826	875
P35625	Q92664	0	755	772
Q9NV58	O95478	0	552	671
Q9BZK7	P29353	0	745	939
P16615	P49908	0	970	974
Q15796	P23945	0	753	901
Q9UGJ0	Q969V5	0	574	796
P08235	Q9ULZ1	0	703	953
Q53FZ2	Q9Y6J0	0	336	548
P42898	P14598	0	480	567
Q13324	Q3KP44	0	956	675
P10809	O95478	0	668	671
Q9BQI5	P23786	0	709	913
Q16873	Q96DM3	0	804	876
O75436	P25311	0	667	748
P01344	Q9NNW7	0	456	816
P10586	P11712	0	640	852
Q9Y286	Q9NNW7	0	651	816
P10599	Q5VYX0	0	928	931
P42785	P01106	0	754	756
Q9UQ26	O95819	0	677	878
Q9UKU9	Q14693	0	973	979
P08922	P02768	0	68	71
P17861	Q06210	0	762	865
Q9UL68	Q96JE7	0	219	485
Q9Y5X9	Q9Y261	0	202	849
P61073	Q15848	0	700	788
Q03426	P60900	0	617	1026
Q96C74	Q9BZS1	0	330	528
P55042	Q96C74	0	279	330
Q12988	P08195	0	699	777
Q99707	Q14118	0	361	944
Q6P1J6	P35625	0	13	755
Q9HC24	P35638	0	694	1021
P25391	Q9NPJ1	0	501	760
P02774	Q13324	0	823	956
O95864	Q9BQE4	0	840	856
P08779	P48357	0	1	366
Q14457	P04180	0	306	385
Q9P104	Q3KP44	0	892	675
P18509	O15357	0	954	1012
Q86VB7	Q3KP44	0	818	675
Q9NTG7	P29460	0	676	696
P23945	Q07869	0	901	1024
Q11206	Q9Y5C1	0	943	1006
Q9Y5U4	Q86Z14	0	622	947
P25942	P35625	0	705	755
P18615	O95433	0	718	798
P13236	Q13322	0	489	961
O75907	P08603	0	1015	1032
Q9UL68	P04054	0	219	500
Q99259	P10176	0	369	352
P33032	P18065	0	260	472
Q9UKU7	Q14118	0	163	944
Q8NEV9	P31323	0	183	994
Q8WTS1	P10912	0	190	254
Q13322	Q5T4F7	0	961	1023
Q16678	Q93088	0	650	916
P29120	Q8NHW3	0	102	348
P04278	O14543	0	32	362
Q99417	P08069	0	197	284
P24530	P10145	0	439	625
P13284	Q9Y2T6	0	20	394
Q5T4F7	P12004	0	1023	1031
Q04206	P08842	0	218	392
P13232	P51449	0	702	905
Q14994	Q14773	0	339	948
Q969V5	P29353	0	796	939
P60880	Q9UJU5	0	5	586
Q99956	P23945	0	315	901
O15503	Q01469	0	866	896
Q13905	P08913	0	100	378
P10275	P09681	0	79	847
P56524	P10451	0	644	684
Q96JE7	P10176	0	485	352
O95865	Q14116	0	839	950
Q92731	P13726	0	422	466
Q9H9B1	Q969V5	0	539	796
Q9UQ26	P08949	0	677	780
Q16445	Q8WUD6	0	1009	1027
P29275	O15085	0	384	410
Q16678	P14780	0	650	654
Q93088	O00329	0	916	967
Q8NFJ9	P09874	0	791	962
P10145	Q05469	0	625	965
Q9NR96	Q9UBQ5	0	455	749
P41161	P20062	0	715	785
P29460	Q00325	0	696	830
Q15672	P05413	0	562	959
P28845	P17542	0	659	829
Q9Y6J0	P05305	0	548	874
Q96F15	P35869	0	262	554
Q9Y2T6	Q16082	0	394	638
Q16873	Q14692	0	804	980
O43597	Q03426	0	383	617
Q9UQ26	P16066	0	677	952
P43628	P42574	0	143	1033
O75475	P01562	0	1019	1030
P07858	O43524	0	50	805
P98153	Q9Y251	0	923	1008
P11150	P09936	0	38	613
P08887	P04150	0	195	630
P19835	P22001	0	95	537
Q969P5	Q99259	0	215	369
P30532	P42574	0	743	1033
Q99932	Q9UM63	0	29	834
P13073	P35354	0	232	291
Q9UQK1	P56945	0	533	732
Q16082	P14210	0	638	726
P02751	P49715	0	443	633
P04118	P41597	0	750	955
Q9Y6C9	P04054	0	173	500
P10599	P29353	0	928	939
P49366	Q93063	0	687	822
Q03426	Q15714	0	617	674
O75794	P21917	0	201	267
Q9UIH9	P02656	0	912	990
Q9NPF7	Q16881	0	174	608
P07101	O14654	0	149	216
P00734	Q07817	0	900	989
